ts_iso,url,status,depth,bytes,domain,superdomain,domain_count_before,super_count_before,page_score,super_score,total_priority,priority_at_pop
2025-10-03T19:24:12Z,https://dblp.uni-trier.de/pers/hd/r/Rossow:Christian,0,9,0,uni-trier.de,de,0,13,1.000,0.026,1.026,1.036
2025-10-03T19:24:12Z,http://lex.justice.md,404,6,0,justice.md,md,0,11,1.000,0.027,1.027,1.033
2025-10-03T19:24:12Z,https://homecse.iitd.ac.in,0,10,0,ac.in,in,0,1,1.000,0.063,1.063,1.063
2025-10-03T19:24:13Z,https://aliantacf.md,200,6,53757,aliantacf.md,md,0,12,1.000,0.026,1.026,1.033
2025-10-03T19:24:13Z,https://judicial.tc,200,7,100908,judicial.tc,tc,0,7,1.000,0.032,1.032,1.033
2025-10-03T19:24:13Z,http://www.egov.md/index.php/ro,404,6,0,egov.md,md,0,13,1.000,0.026,1.026,1.033
2025-10-03T19:24:13Z,https://www.lejdyeshop.sk/,200,9,117909,lejdyeshop.sk,sk,0,16,1.000,0.024,1.024,1.033
2025-10-03T19:24:13Z,https://www.vlny.sk,200,9,351910,vlny.sk,sk,0,17,1.000,0.024,1.024,1.033
2025-10-03T19:24:13Z,http://www.egov.md/index.php/en/,404,6,0,egov.md,md,1,14,0.631,0.025,0.656,1.033
2025-10-03T19:24:13Z,https://recruitment.lv/pakalpojumi/karjeras-konsultacija/,200,10,235595,recruitment.lv,lv,1,8,0.631,0.030,0.661,1.033
2025-10-03T19:24:13Z,https://publicpolicy.google/article/AI-opportunity-fund/,200,4,40326,publicpolicy.google,google,1,31,0.631,0.020,0.651,1.032
2025-10-03T19:24:13Z,https://www.almamedia.fi/tietosuoja/,200,10,184696,almamedia.fi,fi,0,7,1.000,0.032,1.032,1.033
2025-10-03T19:24:14Z,https://habr.com/en/users/darkk/,200,10,73320,habr.com,com,0,80,1.000,0.016,1.016,1.050
2025-10-03T19:24:14Z,https://research.google/programs-and-events/phd-fellowship/,200,4,143032,research.google,google,1,32,0.631,0.020,0.651,1.032
2025-10-03T19:24:14Z,https://families.google/familylink/,200,3,84629,families.google,google,0,33,1.000,0.019,1.019,1.032
2025-10-03T19:24:14Z,https://tetpaikat.tet.fi/fi/jobs,200,10,323152,tet.fi,fi,0,8,1.000,0.030,1.030,1.033
2025-10-03T19:24:14Z,https://www.almamedia.fi/markkinapaikkaehdot/,200,10,261569,almamedia.fi,fi,1,9,0.631,0.029,0.660,1.033
2025-10-03T19:24:14Z,https://families.google,200,3,105849,families.google,google,1,34,0.631,0.019,0.650,1.032
2025-10-03T19:24:14Z,https://publicisgroupe.media/,200,8,367235,publicisgroupe.media,media,0,2,1.000,0.050,1.050,1.063
2025-10-03T19:24:14Z,https://aopd.md,200,6,113562,aopd.md,md,0,15,1.000,0.024,1.024,1.033
2025-10-03T19:24:14Z,https://www.cisa.gov/news-events/alerts/2014/01/17/udp-based-amplification-attacks,200,10,70133,cisa.gov,gov,0,9,1.000,0.029,1.029,1.033
2025-10-03T19:24:14Z,https://www.cisa.gov/news-events/alerts/2014/01/13/ntp-amplification-attacks-using-cve-2013-5211,200,10,55206,cisa.gov,gov,1,10,0.631,0.028,0.659,1.033
2025-10-03T19:24:14Z,https://egalitate.md/prezentare-generala/,200,6,75430,egalitate.md,md,0,16,1.000,0.024,1.024,1.033
2025-10-03T19:24:14Z,https://ombudsman.md/despre-noi/avocatul-poporului-pentru-drepturile-copilului/,200,6,142745,ombudsman.md,md,0,17,1.000,0.024,1.024,1.033
2025-10-03T19:24:14Z,https://mojprvyeshop.sk/,200,9,120796,mojprvyeshop.sk,sk,0,18,1.000,0.023,1.023,1.033
2025-10-03T19:24:15Z,https://odpp.tc,200,7,206702,odpp.tc,tc,0,8,1.000,0.030,1.030,1.033
2025-10-03T19:24:15Z,https://ai.google/safety/,200,3,299062,ai.google,google,3,35,0.431,0.019,0.450,1.032
2025-10-03T19:24:15Z,https://www.camera.it/parlam/leggi/02046l.htm,0,6,0,camera.it,it,0,7,1.000,0.032,1.032,1.032
2025-10-03T19:24:15Z,http://unipd-centrodirittiumani.it/it/strumenti_internazionali/Protocollo-addizionale-alla-Convenzione-delle-Nazioni-Unite-contro-la-criminalita-organizzata-transnazionale-per-prevenire-reprimere-e-punire-la-tratta-delle/213,500,6,0,unipd-centrodirittiumani.it,it,0,8,1.000,0.030,1.030,1.032
2025-10-03T19:24:16Z,https://rdp.ru,0,10,0,rdp.ru,ru,0,3,1.000,0.043,1.043,1.050
2025-10-03T19:24:16Z,https://www.fas.usda.gov,0,4,0,usda.gov,gov,0,11,1.000,0.027,1.027,1.033
2025-10-03T19:24:16Z,https://365.bank/zenskeeuro.,0,9,0,365.bank,bank,0,0,1.000,0.100,1.100,1.100
2025-10-03T19:24:16Z,https://www.unicef.it/pubblicazioni/osservazioni-conclusive-comitato-onu-2019/,200,6,507528,unicef.it,it,0,9,1.000,0.029,1.029,1.032
2025-10-03T19:24:16Z,http://jemdoc.jaboc.net,0,7,0,jaboc.net,net,0,21,1.000,0.022,1.022,1.032
2025-10-03T19:24:16Z,https://www.unicef.it/pubblicazioni/osservazioni-conclusive-2003/,200,6,507348,unicef.it,it,1,10,0.631,0.028,0.659,1.032
2025-10-03T19:24:16Z,https://www.interno.gov.it/it,200,6,126845,gov.it,it,0,11,1.000,0.027,1.027,1.032
2025-10-03T19:24:17Z,https://www.echr.coe.int,403,7,0,coe.int,int,0,1,1.000,0.063,1.063,1.063
2025-10-03T19:24:17Z,https://purple.md/ro/,200,6,194436,purple.md,md,0,18,1.000,0.023,1.023,1.033
2025-10-03T19:24:17Z,https://www.academy.police.md,200,6,222471,police.md,md,0,19,1.000,0.023,1.023,1.032
2025-10-03T19:24:17Z,https://www.coe.int/en/web/portal/home,403,7,0,coe.int,int,1,2,0.631,0.050,0.681,1.063
2025-10-03T19:24:17Z,https://www.coe.int/en/web/chisinau,403,7,0,coe.int,int,2,3,0.500,0.043,0.543,1.063
2025-10-03T19:24:17Z,https://www.coe.int/fr/web/commissioner,403,7,0,coe.int,int,3,4,0.431,0.039,0.469,1.063
2025-10-03T19:24:17Z,https://rkn.gov.ru/news/rsoc/news73464.htm,0,10,0,gov.ru,ru,0,4,1.000,0.039,1.039,1.050
2025-10-03T19:24:17Z,https://rkn.gov.ru/news/rsoc/news73536.htm,0,10,0,gov.ru,ru,1,5,0.631,0.036,0.667,1.050
2025-10-03T19:24:17Z,https://www.unicef.it/,200,6,593569,unicef.it,it,2,12,0.500,0.026,0.526,1.032
2025-10-03T19:24:17Z,https://dprp.gov.ro/web/,0,7,0,gov.ro,ro,0,9,1.000,0.029,1.029,1.033
2025-10-03T19:24:17Z,https://www.unicef.it/pubblicazioni/osservazioni-conclusive-2006/,200,6,507509,unicef.it,it,3,13,0.431,0.026,0.456,1.032
2025-10-03T19:24:17Z,https://www.culture.gov.gr/el/ministry/SitePages/viewyphresia.aspx?iID=1709,403,7,0,gov.gr,gr,0,8,1.000,0.030,1.030,1.032
2025-10-03T19:24:17Z,http://www.prisma-cultura.it,0,7,0,prisma-cultura.it,it,0,14,1.000,0.025,1.025,1.032
2025-10-03T19:24:17Z,https://www.apt.ch,200,7,89362,apt.ch,ch,0,1,1.000,0.063,1.063,1.063
2025-10-03T19:24:17Z,https://www.hmu.gr,0,7,0,hmu.gr,gr,0,9,1.000,0.029,1.029,1.032
2025-10-03T19:24:17Z,https://nile.hmu.gr/en/staff/,0,7,0,hmu.gr,gr,1,10,0.631,0.028,0.659,1.032
2025-10-03T19:24:18Z,https://www.unicef.it/pubblicazioni/osservazioni-conclusive-2011/,200,6,508079,unicef.it,it,4,15,0.387,0.024,0.411,1.032
2025-10-03T19:24:18Z,https://validate.perfdrive.com/?ssa=a8d1d22e-fe95-499f-853e-5f0cbf70c5ae&ssb=33915220611&ssc=https%3A%2F%2Fwww.esteri.it%2Fmae%2Fit%2F&ssi=084b48f5-dcxq-442b-af24-a401ea336089&ssk=botmanager_support@radware.com&ssm=53941718734299359109504947406132&ssn=f395b1733993d922f182c1c4101195695d65cdb44aba-88a1-484f-9ea56a&sso=47a0923f-fdbdddda72ec11637f99ead6e6b923291d5d172e1a2201c5&ssp=24563450131759571229175954663735181&ssq=41238181945625669944219456197798919049797&ssr=MTU0LjQ3LjIyLjc4&sst=MiniCrawler/0.5&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDBjZGI0NGFiYS04OGExLTQ4NGYtOTIzZi1mZGJkZGRkYTcyZWMxLTE3NTk1MTk0NTcwMTgwLTAwMDFlNGI1ZDY0NmFjMjMzNGQxMCIsInV6bXgiOiI3ZjkwMDA3YzNmZDZiNS03ODI5LTRlODQtOWViYi01NDE3ODYzMjNjODIxLTE3NTk1MTk0NTcwMTgwLTc4MWQwMTg1YmJmMjMyOWYxMCIsInJkIjoiZXN0ZXJpLml0In0=,200,6,15041,perfdrive.com,com,0,81,1.000,0.016,1.016,1.032
2025-10-03T19:24:18Z,https://www.parlamento.it/parlam/leggi/06146l.htm,200,6,20907,parlamento.it,it,0,16,1.000,0.024,1.024,1.032
2025-10-03T19:24:18Z,"https://www.google.com/maps/place/Strada+Serghei+Lazo+40,+Chi%C8%99in%C4%83u,+Moldova/@47.030093,28.8242846,17z/data=!3m1!4b1!4m5!3m4!1s0x40c97dca402ad54f:0xd03cebdd2bb1e4b2!8m2!3d47.030093!4d28.8264733?shorturl=1",200,7,268910,google.com,com,11,82,0.270,0.016,0.286,1.100
2025-10-03T19:24:18Z,https://www.integritycommission.tc,200,7,136419,integritycommission.tc,tc,0,9,1.000,0.029,1.029,1.032
2025-10-03T19:24:18Z,https://www.led.li/DE/Default.asp,200,7,30372,led.li,li,0,0,1.000,0.100,1.100,1.100
2025-10-03T19:24:18Z,https://365.bank,0,9,0,365.bank,bank,1,1,0.631,0.063,0.694,1.100
2025-10-03T19:24:19Z,https://www.tcifsc.tc/,200,7,354342,tcifsc.tc,tc,0,10,1.000,0.028,1.028,1.032
2025-10-03T19:24:19Z,https://osservatoriointerventitratta.it/osservatorio/,200,6,158030,osservatoriointerventitratta.it,it,0,17,1.000,0.024,1.024,1.032
2025-10-03T19:24:19Z,https://rentuscar.md,200,7,368563,rentuscar.md,md,0,20,1.000,0.022,1.022,1.032
2025-10-03T19:24:20Z,https://www.savethechildren.net,200,7,166605,savethechildren.net,net,0,22,1.000,0.022,1.022,1.032
2025-10-03T19:24:20Z,https://en.pdm.gov.gr,0,7,0,gov.gr,gr,1,11,0.631,0.027,0.658,1.032
2025-10-03T19:24:20Z,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmyaccount.google.com%2Fgeneral-light&dsh=S1124811011%3A1759519457622832&followup=https%3A%2F%2Fmyaccount.google.com%2Fgeneral-light&ifkv=AfYwgwW7wcLPbwdpNqDpFBSTNpVYfz0z5ORkNYCyIUIqtQM1rkdpkJfJHk0_OGdZQvu7PJEyzcPaLA&osid=1&passive=1209600&flowName=WebLiteSignIn&flowEntry=ServiceLogin,200,4,934033,google.com,com,12,83,0.263,0.016,0.278,1.036
2025-10-03T19:24:20Z,https://www.sitia.gr,200,7,51396,sitia.gr,gr,0,12,1.000,0.026,1.026,1.032
2025-10-03T19:24:20Z,https://fundatiaomvpetrom.ro,200,7,19978,fundatiaomvpetrom.ro,ro,0,10,1.000,0.028,1.028,1.032
2025-10-03T19:24:20Z,https://tortureprevention.ch/,200,8,56136,tortureprevention.ch,ch,0,2,1.000,0.050,1.050,1.050
2025-10-03T19:24:20Z,https://www.space.gr/en,200,7,142146,space.gr,gr,0,13,1.000,0.026,1.026,1.032
2025-10-03T19:24:20Z,https://www.hc-crete.gr,0,7,0,hc-crete.gr,gr,0,14,1.000,0.025,1.025,1.032
2025-10-03T19:24:20Z,"https://www.google.li/maps/place/Im+Kr%C3%BCz+4,+9494+Schaan/@47.16727,9.4998551,17z/data=!3m1!4b1!4m5!3m4!1s0x479b31a97e28eaed:0x8bd6738813fec225!8m2!3d47.1672664!4d9.5020491?hl=de&shorturl=1",200,8,234242,google.li,li,0,1,1.000,0.063,1.063,1.100
2025-10-03T19:24:21Z,https://hdhc.gr,200,7,73620,hdhc.gr,gr,0,15,1.000,0.024,1.024,1.032
2025-10-03T19:24:21Z,https://www.pde.gov.gr/gr/index.php,200,7,154690,gov.gr,gr,2,16,0.500,0.024,0.524,1.032
2025-10-03T19:24:21Z,https://hbio.gr/,200,7,89413,hbio.gr,gr,0,17,1.000,0.024,1.024,1.032
2025-10-03T19:24:21Z,https://www.iccs.gr/enact/,200,7,76825,iccs.gr,gr,0,18,1.000,0.023,1.023,1.032
2025-10-03T19:24:21Z,https://www.memexitaly.it/it/,200,7,270947,memexitaly.it,it,0,18,1.000,0.023,1.023,1.032
2025-10-03T19:24:21Z,http://www.oats.inaf.it,0,7,0,inaf.it,it,0,19,1.000,0.023,1.023,1.032
2025-10-03T19:24:22Z,https://savethechildren.mx,200,8,97002,savethechildren.mx,mx,0,0,1.000,0.100,1.100,1.100
2025-10-03T19:24:22Z,https://www.hipeac.net/vision/#/,200,7,24388,hipeac.net,net,0,23,1.000,0.022,1.022,1.032
2025-10-03T19:24:22Z,https://www.savethechildren.org.do,200,8,55291,org.do,do,0,0,1.000,0.100,1.100,1.100
2025-10-03T19:24:22Z,https://www.3ype.gr,200,7,541344,3ype.gr,gr,0,19,1.000,0.023,1.023,1.032
2025-10-03T19:24:22Z,https://www.savechildren.or.jp,0,8,0,or.jp,jp,0,2,1.000,0.050,1.050,1.050
2025-10-03T19:24:22Z,https://www.4ype.gr,200,7,381812,4ype.gr,gr,0,20,1.000,0.022,1.022,1.032
2025-10-03T19:24:22Z,https://www.certh.gr,200,7,341262,certh.gr,gr,0,21,1.000,0.022,1.022,1.032
2025-10-03T19:24:22Z,https://www.inab.certh.gr/el/gdpr,200,7,41280,certh.gr,gr,1,22,0.631,0.022,0.653,1.032
2025-10-03T19:24:23Z,https://www.exact-lab.it/,200,7,110364,exact-lab.it,it,0,20,1.000,0.022,1.022,1.032
2025-10-03T19:24:23Z,http://www.infn.it/index.php?lang=en,0,7,0,infn.it,it,0,21,1.000,0.022,1.022,1.032
2025-10-03T19:24:23Z,https://www.savethechildren.es,200,8,100243,savethechildren.es,es,0,3,1.000,0.043,1.043,1.043
2025-10-03T19:24:23Z,viber://chat?number=%2B37367453453,0,8,0,chat,chat,0,0,1.000,0.100,1.100,1.100
2025-10-03T19:24:23Z,https://hdb.gr/en/,200,7,440943,hdb.gr,gr,0,23,1.000,0.022,1.022,1.032
2025-10-03T19:24:23Z,https://www.nbg.gr/en/business/business-seeds,200,7,1254322,nbg.gr,gr,0,24,1.000,0.021,1.021,1.032
2025-10-03T19:24:23Z,https://hdbi.gr/en/,200,7,84766,hdbi.gr,gr,0,25,1.000,0.021,1.021,1.032
2025-10-03T19:24:23Z,https://www.tiemmespa.it,0,7,0,tiemmespa.it,it,0,22,1.000,0.022,1.022,1.032
2025-10-03T19:24:23Z,https://savethechildren.org.jo/,200,8,2094,org.jo,jo,0,0,1.000,0.100,1.100,1.100
2025-10-03T19:24:23Z,http://www.savethechildren.org.fj,200,8,68815,org.fj,fj,0,0,1.000,0.100,1.100,1.100
2025-10-03T19:24:24Z,https://www.hipeac.net/events/activities/7521/exascalehpc-exanode-exanest-ecoscale-euroexa-projects/,200,7,11342,hipeac.net,net,1,24,0.631,0.021,0.652,1.032
2025-10-03T19:24:24Z,https://savethechildren.ch/en/,200,8,179372,savethechildren.ch,ch,0,3,1.000,0.043,1.043,1.050
2025-10-03T19:24:24Z,https://www.dypede.gr,200,7,182251,dypede.gr,gr,0,26,1.000,0.021,1.021,1.032
2025-10-03T19:24:24Z,https://www.crete.gov.gr,200,7,882838,gov.gr,gr,3,27,0.431,0.021,0.451,1.032
2025-10-03T19:24:24Z,https://www.savethechildren.or.th/en,200,8,1294278,or.th,th,0,0,1.000,0.100,1.100,1.100
2025-10-03T19:24:24Z,https://www.heureka.sk,403,8,0,heureka.sk,sk,0,19,1.000,0.023,1.023,1.032
2025-10-03T19:24:24Z,https://www.piop.gr/en.aspx,404,7,0,piop.gr,gr,0,28,1.000,0.020,1.020,1.032
2025-10-03T19:24:24Z,https://allfred.io,200,7,305578,allfred.io,io,0,10,1.000,0.028,1.028,1.032
2025-10-03T19:24:24Z,https://php.gov.gr/,200,7,484100,gov.gr,gr,4,29,0.387,0.020,0.407,1.032
2025-10-03T19:24:25Z,https://www.enginsoft.com/it/,200,7,109186,enginsoft.com,com,0,84,1.000,0.016,1.016,1.032
2025-10-03T19:24:25Z,https://savethechildren.org.co,200,8,221506,org.co,co,0,5,1.000,0.036,1.036,1.036
2025-10-03T19:24:25Z,https://www.mergado.sk,200,8,281282,mergado.sk,sk,0,20,1.000,0.022,1.022,1.032
2025-10-03T19:24:25Z,https://www.cvkeskus.ee/dlb-trading-ou-toopakkumised-116541,200,8,142602,cvkeskus.ee,ee,0,10,1.000,0.028,1.028,1.032
2025-10-03T19:24:25Z,https://www.patt.gov.gr,200,7,928153,gov.gr,gr,5,30,0.356,0.020,0.376,1.032
2025-10-03T19:24:25Z,https://savethechildren.or.id,200,8,297086,or.id,id,0,0,1.000,0.100,1.100,1.100
2025-10-03T19:24:25Z,https://www.savethechildren.org.pe,200,8,59105,org.pe,pe,0,0,1.000,0.100,1.100,1.100
2025-10-03T19:24:25Z,https://korlabs.io,200,8,40795,korlabs.io,io,0,11,1.000,0.027,1.027,1.032
2025-10-03T19:24:25Z,https://www.atticabank.gr/en/individuals/,200,7,439944,atticabank.gr,gr,0,31,1.000,0.020,1.020,1.032
2025-10-03T19:24:26Z,https://www.pracazarohom.sk,200,9,128014,pracazarohom.sk,sk,0,21,1.000,0.022,1.022,1.032
2025-10-03T19:24:26Z,https://www.isti.cnr.it/en/,200,7,686852,cnr.it,it,0,23,1.000,0.022,1.022,1.032
2025-10-03T19:24:26Z,https://www.profesia.sk,200,9,178357,profesia.sk,sk,0,22,1.000,0.022,1.022,1.032
2025-10-03T19:24:26Z,http://www.dimva2015.it,200,9,3286,dimva2015.it,it,0,24,1.000,0.021,1.021,1.032
2025-10-03T19:24:26Z,https://www.platy.sk,200,9,49084,platy.sk,sk,0,23,1.000,0.022,1.022,1.032
2025-10-03T19:24:26Z,https://www.seduo.sk,200,9,250006,seduo.sk,sk,0,24,1.000,0.021,1.021,1.032
2025-10-03T19:24:27Z,http://dimva2016.mondragon.edu/en,200,9,18409,mondragon.edu,edu,0,9,1.000,0.029,1.029,1.032
2025-10-03T19:24:28Z,http://www.cs.yale.edu/homes/fischer/,200,9,6751,yale.edu,edu,0,10,1.000,0.028,1.028,1.032
2025-10-03T19:24:28Z,http://www.polictf.it,200,10,437,polictf.it,it,0,25,1.000,0.021,1.021,1.032
2025-10-03T19:24:28Z,https://craftable.pro,200,8,72711,craftable.pro,pro,0,0,1.000,0.100,1.100,1.100
2025-10-03T19:24:28Z,http://www.profesia.sk,200,10,178342,profesia.sk,sk,1,25,0.631,0.021,0.652,1.032
2025-10-03T19:24:28Z,https://www.liglab.fr/en,0,9,0,liglab.fr,fr,0,4,1.000,0.039,1.039,1.039
2025-10-03T19:24:28Z,https://www.trincoll.edu/,200,9,406349,trincoll.edu,edu,0,11,1.000,0.027,1.027,1.032
2025-10-03T19:24:28Z,https://www.trincoll.edu/cs/,200,9,88194,trincoll.edu,edu,1,12,0.631,0.026,0.657,1.032
2025-10-03T19:24:28Z,https://dedis.cs.yale.edu/,200,9,8545,yale.edu,edu,1,13,0.631,0.026,0.657,1.032
2025-10-03T19:24:28Z,https://dedis.cs.yale.edu/dissent/,200,9,25974,yale.edu,edu,2,14,0.500,0.025,0.525,1.032
2025-10-03T19:24:29Z,https://iporadna.cz/elinka-chatova-poradna/,0,6,0,iporadna.cz,cz,0,18,1.000,0.023,1.023,1.030
2025-10-03T19:24:29Z,https://stats.labs.apnic.net/ipv6,200,9,71194,apnic.net,net,0,25,1.000,0.021,1.021,1.032
2025-10-03T19:24:29Z,https://devin.band,200,8,176641,devin.band,band,0,0,1.000,0.100,1.100,1.100
